observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
1164,chicken,fresh,fresh,42.48,110.97,153.69,10.62,19.17,17.98,0.0,0.202,80.4,7.5,60.5,2025-05-05,Mumbai
1165,garlic,moderate,fresh,12.46,76.12,94.94,14.18,24.93,24.83,0.01,0.263,76.3,2.7,88.5,2025-01-22,Delhi
1166,rice,fresh,fresh,34.7,169.25,198.92,10.15,18.11,19.11,0.0117,0.242,85.7,4.5,64.1,2025-06-10,Mumbai
1167,lentils,moderate,fresh,32.69,76.82,129.87,10.8,27.36,19.67,0.0,0.692,78.9,4.7,63.6,2025-11-01,Chennai
1168,cream,moderate,fresh,32.15,84.16,147.69,11.55,29.82,29.06,0.0,0.578,85.2,4.1,65.8,2025-02-03,Delhi
1169,chickpeas,fresh,fresh,40.77,178.87,185.83,8.06,22.62,22.2,0.0173,0.353,83.6,2.9,72.7,2025-11-09,Pune
1170,pear,fresh,fresh,27.53,158.1,179.3,6.29,23.87,20.17,0.0119,0.334,94.9,7.1,82.8,2025-11-16,Chennai
1171,pineapple,fresh,fresh,46.39,117.49,168.86,8.07,23.41,21.2,0.0,0.683,87.4,6.9,60.9,2025-09-14,Kolkata
1172,bell_pepper,spoiled,moderate,23.1,18.09,46.86,10.65,10.91,18.4,0.2546,0.5,53.6,4.7,80.2,2025-07-22,Delhi
1173,peas,fresh,fresh,34.01,130.35,212.11,10.45,15.29,17.2,0.0,0.92,88.8,5.9,61.6,2025-11-23,Delhi
1174,blueberry,moderate,fresh,2.14,70.44,149.16,9.17,26.38,20.43,0.0,0.935,87.8,4.2,82.7,2025-11-02,Chennai
1175,banana,spoiled,moderate,20.59,31.67,80.24,6.81,11.19,16.54,0.1061,0.757,65.0,2.4,66.5,2025-08-22,Kolkata
1176,cherry,fresh,fresh,37.74,157.98,201.0,8.65,20.43,14.82,0.0,0.971,82.5,6.2,64.3,2025-04-25,Bangalore
1177,butter,moderate,fresh,22.3,89.32,178.83,11.37,29.61,26.79,0.0,0.248,87.4,2.2,64.3,2025-07-20,Delhi
1178,onion,moderate,fresh,17.89,92.93,135.91,8.12,23.85,24.38,0.0,0.916,81.4,2.2,82.6,2025-10-24,Pune
1179,cheese,moderate,fresh,41.06,37.98,160.15,8.13,20.88,28.54,0.0088,0.97,77.3,4.1,91.3,2025-11-22,Mumbai
1180,tomato,fresh,fresh,4.46,218.82,192.01,6.12,16.68,14.53,0.0077,0.833,87.3,3.4,81.6,2025-09-20,Hyderabad
1181,pear,fresh,fresh,32.74,174.87,164.41,6.7,19.07,13.69,0.0,0.724,86.0,7.4,89.1,2025-06-08,Mumbai
1182,avocado,fresh,fresh,31.1,112.28,181.06,9.73,18.57,25.03,0.0,0.131,79.2,4.4,91.8,2025-09-15,Chennai
1183,yogurt,fresh,fresh,18.32,173.83,193.5,4.57,28.13,19.81,0.0115,0.209,92.1,5.0,65.5,2025-04-13,Chennai
1184,mango,fresh,fresh,22.98,121.86,175.6,7.75,20.31,19.11,0.0,0.419,79.9,7.1,88.8,2025-09-08,Hyderabad
1185,oats,moderate,fresh,31.33,80.31,81.63,9.7,17.9,26.06,0.1001,0.967,76.2,5.0,87.8,2025-11-14,Pune
1186,walnut,fresh,fresh,22.17,153.27,206.28,6.1,23.18,18.7,0.0112,0.531,95.9,3.9,86.4,2025-03-05,Mumbai
1187,kiwi,spoiled,moderate,37.53,29.52,53.19,11.37,13.69,17.48,0.2197,0.245,59.9,6.3,60.6,2025-02-25,Hyderabad
1188,spinach,fresh,fresh,26.18,149.11,206.84,4.13,20.07,21.87,0.0024,0.703,84.5,6.4,65.4,2025-11-22,Pune
1189,pear,fresh,fresh,31.55,176.2,178.51,7.63,21.78,20.3,0.0,0.439,96.7,6.9,81.6,2025-06-07,Delhi
1190,rice,fresh,fresh,26.88,160.32,166.95,6.78,18.42,24.06,0.0133,0.672,85.8,6.3,90.3,2025-04-03,Kolkata
1191,rice,fresh,fresh,4.23,157.91,180.69,4.64,20.93,21.43,0.0,0.814,81.3,3.7,89.0,2025-01-16,Pune
1192,cucumber,fresh,fresh,34.72,96.96,207.33,6.52,22.06,22.22,0.0,0.21,87.9,5.4,65.2,2025-11-03,Mumbai
1193,olive_oil,fresh,fresh,22.99,163.21,172.29,3.86,23.5,17.67,0.0,0.806,86.5,6.0,68.0,2025-12-16,Pune
1194,garlic,fresh,fresh,23.16,141.94,185.44,7.89,21.64,15.98,0.0,0.529,84.9,4.2,68.8,2025-02-26,Mumbai
1195,bread,moderate,fresh,17.58,87.1,177.45,9.77,28.26,25.12,0.0,0.748,81.9,2.4,79.8,2025-11-11,Delhi
1196,mushroom,fresh,fresh,26.13,145.07,176.63,9.21,24.12,21.08,0.0068,0.619,88.5,4.3,94.5,2025-10-11,Bangalore
1197,egg,fresh,fresh,39.5,130.7,171.71,6.55,20.94,18.92,0.0,0.823,91.0,6.9,60.6,2025-03-14,Mumbai
1198,pasta,fresh,fresh,35.84,131.38,180.86,9.37,13.8,26.36,0.0061,0.186,88.9,6.4,63.1,2025-05-03,Mumbai
1199,chicken,fresh,fresh,27.73,109.5,183.16,8.07,19.75,22.97,0.0162,0.658,89.3,4.8,79.8,2025-08-13,Chennai
1200,chicken,spoiled,moderate,27.47,39.47,79.0,9.79,20.33,15.56,0.088,0.484,64.7,7.4,68.1,2025-10-25,Mumbai
1201,lemon,fresh,fresh,31.12,151.3,196.27,6.31,14.77,20.47,0.0106,0.514,87.5,4.0,80.2,2025-09-18,Hyderabad
1202,milk,moderate,fresh,16.69,31.92,180.94,8.31,15.1,13.87,0.0,0.674,79.8,3.2,82.1,2025-10-23,Pune
1203,lettuce,fresh,fresh,19.67,141.86,180.28,9.13,18.23,24.67,0.0052,0.444,89.1,3.9,61.1,2025-09-22,Pune
1204,beef,moderate,fresh,13.85,46.52,157.67,5.45,24.39,34.35,0.0,0.141,75.0,2.7,62.4,2025-01-25,Delhi
1205,cheese,moderate,fresh,24.88,61.98,128.57,9.9,25.48,26.99,0.0,0.676,75.1,6.8,69.9,2025-01-23,Chennai
1206,apple,fresh,fresh,1.88,213.75,203.68,4.45,18.12,18.86,0.0,0.376,100.0,5.3,86.7,2025-08-13,Delhi
1207,chicken,fresh,fresh,27.94,155.55,161.34,6.01,22.06,18.67,0.0,0.947,86.0,4.5,67.0,2025-06-14,Pune
1208,strawberry,fresh,fresh,0.29,200.35,173.98,0.74,14.65,20.05,0.0,0.32,87.7,3.9,67.7,2025-04-02,Hyderabad
1209,almond,fresh,fresh,14.66,120.58,186.73,6.53,23.17,22.9,0.0,0.268,83.1,4.8,62.8,2025-11-19,Pune
1210,onion,fresh,fresh,35.75,186.4,178.34,9.3,18.25,27.36,0.0,0.285,93.1,6.2,80.8,2025-12-01,Mumbai
1211,garlic,fresh,fresh,45.87,150.24,187.73,10.72,19.56,18.03,0.0,0.472,83.1,3.2,70.5,2025-02-28,Delhi
1212,tuna,fresh,fresh,36.99,151.57,183.66,6.33,14.85,20.71,0.014,0.856,88.7,6.6,81.4,2025-06-10,Bangalore
1213,pasta,fresh,fresh,37.24,145.48,208.73,6.59,16.84,19.8,0.0,0.336,86.7,7.4,92.3,2025-12-08,Delhi
1214,lentils,fresh,fresh,29.34,165.4,164.5,10.74,25.9,19.88,0.0159,0.651,80.8,4.4,92.5,2025-10-08,Kolkata
1215,salmon,fresh,fresh,40.0,128.87,201.5,10.09,22.59,19.95,0.0143,0.348,91.7,4.7,67.9,2025-05-14,Delhi
1216,banana,fresh,fresh,18.18,200.37,213.74,2.04,15.37,8.74,0.0063,0.605,96.4,2.9,61.7,2025-06-17,Bangalore
1217,lemon,moderate,fresh,16.75,63.53,112.11,12.24,23.02,23.46,0.0174,0.989,77.2,6.0,78.7,2025-09-19,Kolkata
1218,broccoli,fresh,fresh,51.35,125.08,106.84,1.91,18.06,19.31,0.0187,0.998,75.3,6.6,75.6,2025-01-23,Mumbai
1219,pineapple,spoiled,moderate,9.5,20.42,60.99,8.49,15.67,14.16,0.1942,0.371,59.6,7.1,72.2,2025-05-21,Pune
1220,peas,fresh,fresh,21.06,180.78,161.44,10.49,21.07,14.57,0.0034,0.873,87.9,2.8,68.6,2025-01-10,Delhi
1221,chicken,fresh,fresh,35.08,147.65,170.89,8.49,21.42,22.12,0.0172,0.234,84.0,5.7,79.8,2025-01-05,Pune
1222,onion,fresh,fresh,39.43,158.16,152.49,7.05,28.83,22.17,0.0,0.877,90.7,4.0,73.8,2025-06-17,Pune
1223,salmon,fresh,fresh,48.95,177.91,184.84,8.6,19.89,14.79,0.0,0.71,87.3,4.8,60.1,2025-07-26,Chennai
1224,chicken,moderate,fresh,25.18,120.27,115.01,10.82,27.55,22.27,0.0,0.424,88.2,3.8,69.1,2025-06-13,Bangalore
1225,avocado,fresh,fresh,26.39,129.64,163.56,5.42,17.3,24.26,0.0017,0.434,81.0,7.3,70.4,2025-03-07,Kolkata
1226,peas,fresh,fresh,22.68,152.53,169.94,10.36,23.93,22.59,0.0,0.872,90.0,3.2,76.0,2025-03-09,Bangalore
1227,kiwi,moderate,fresh,28.06,84.22,100.2,13.89,22.72,26.99,0.0,0.506,70.1,5.5,77.7,2025-12-22,Kolkata
1228,pasta,fresh,fresh,38.48,138.89,200.76,9.53,25.18,18.59,0.0132,0.129,94.1,6.7,94.6,2025-11-11,Pune
1229,lentils,spoiled,moderate,7.14,27.42,74.18,10.12,13.82,14.27,0.1203,0.778,63.2,7.8,65.4,2025-11-03,Pune
1230,pasta,spoiled,fresh,24.7,64.59,79.29,11.22,16.72,21.19,0.095,0.519,65.7,3.1,61.3,2025-04-27,Delhi
1231,grape,fresh,fresh,37.45,157.91,173.75,6.41,19.25,20.94,0.0117,0.43,88.5,2.3,65.7,2025-09-20,Delhi
1232,mushroom,fresh,fresh,27.47,156.29,188.78,9.67,23.85,20.23,0.0101,0.757,83.9,6.5,86.6,2025-04-07,Mumbai
1233,butter,spoiled,moderate,6.92,29.82,70.88,6.33,19.17,20.43,0.1349,0.223,62.6,2.8,74.0,2025-02-07,Mumbai
1234,apple,fresh,fresh,6.14,207.31,190.55,4.15,19.67,14.45,0.0,0.522,87.7,2.4,84.2,2025-11-14,Kolkata
1235,cauliflower,fresh,fresh,23.82,183.31,172.49,9.4,14.37,23.54,0.0,0.484,94.4,6.7,81.3,2025-06-25,Kolkata
1236,cucumber,fresh,fresh,38.42,151.95,175.46,8.8,26.87,14.71,0.0,0.678,91.7,3.3,62.7,2025-03-08,Pune
1237,beef,moderate,fresh,32.82,67.21,129.5,9.5,23.72,24.97,0.0,0.311,75.2,3.3,85.1,2025-03-02,Mumbai
1238,cream,fresh,fresh,20.93,170.58,144.12,9.08,19.02,16.49,0.0189,0.623,79.4,6.4,95.0,2025-01-03,Bangalore
1239,lentils,fresh,fresh,31.62,118.86,180.79,5.15,21.38,17.23,0.0119,0.363,80.8,7.3,62.0,2025-12-14,Kolkata
1240,carrot,moderate,fresh,17.75,115.88,124.55,4.88,15.46,21.89,0.0092,0.963,82.3,7.0,76.7,2025-11-23,Bangalore
1241,cucumber,moderate,fresh,42.65,159.81,132.28,11.58,19.66,29.51,0.0049,0.849,83.4,7.6,66.4,2025-05-02,Bangalore
1242,garlic,moderate,fresh,32.76,77.9,160.93,9.49,23.63,26.43,0.0149,0.497,77.8,6.7,76.4,2025-03-11,Hyderabad
1243,watermelon,fresh,fresh,21.49,170.43,158.88,5.9,17.27,22.28,0.0,0.96,84.6,6.7,72.0,2025-07-25,Hyderabad
1244,spinach,moderate,fresh,18.83,56.3,114.86,9.94,21.46,21.54,0.009,0.233,84.0,3.5,68.7,2025-04-15,Hyderabad
1245,olive_oil,spoiled,moderate,41.11,22.09,63.54,9.27,13.74,21.86,0.1663,0.176,61.4,7.9,64.2,2025-08-17,Chennai
1246,tomato,moderate,fresh,11.79,123.88,105.27,6.55,19.71,25.19,0.0021,0.827,88.3,6.5,61.7,2025-02-15,Kolkata
1247,grape,spoiled,fresh,0.0,37.93,108.37,9.29,14.32,20.89,0.0077,0.818,75.5,7.6,80.9,2025-06-04,Hyderabad
1248,tuna,moderate,fresh,19.41,82.2,121.55,8.75,28.69,26.38,0.0,0.387,82.5,7.3,86.8,2025-08-04,Mumbai
1249,pear,fresh,fresh,32.01,166.17,174.71,6.45,18.19,20.01,0.0,0.329,88.4,3.3,75.9,2025-03-01,Delhi
1250,spinach,fresh,fresh,21.53,139.99,169.68,12.25,11.68,19.46,0.0,0.711,80.4,6.1,69.1,2025-11-13,Kolkata
1251,cherry,spoiled,fresh,37.26,36.83,85.07,10.2,13.0,13.27,0.0547,0.586,71.7,3.2,94.2,2025-05-10,Bangalore
1252,banana,fresh,fresh,30.82,198.37,212.0,3.0,20.23,17.21,0.0,0.639,98.7,7.5,60.4,2025-08-01,Kolkata
1253,peach,fresh,fresh,31.74,140.7,156.46,8.94,25.35,19.26,0.0073,0.789,83.5,6.1,62.5,2025-06-07,Kolkata
1254,oats,fresh,fresh,10.97,163.4,199.71,4.83,20.53,21.35,0.0081,0.263,86.4,4.6,83.0,2025-03-20,Pune
1255,cucumber,fresh,fresh,29.42,134.18,200.32,7.19,15.54,13.85,0.0,0.548,84.9,3.9,66.0,2025-06-19,Mumbai
1256,banana,fresh,fresh,35.04,219.25,220.88,3.12,13.41,6.77,0.0,0.175,100.0,6.9,64.7,2025-11-12,Hyderabad
1257,chickpeas,spoiled,moderate,15.69,3.2,55.28,9.38,16.83,19.88,0.215,0.164,46.0,7.5,93.4,2025-07-07,Chennai
1258,blueberry,moderate,fresh,32.95,123.73,156.45,10.94,25.04,22.06,0.0066,0.623,81.6,3.4,68.6,2025-11-24,Kolkata
1259,blueberry,moderate,fresh,32.4,131.99,138.55,13.83,20.42,21.54,0.0049,0.367,78.4,6.6,66.3,2025-07-13,Chennai
1260,bell_pepper,moderate,fresh,33.55,96.61,162.84,9.97,22.4,24.36,0.0,0.702,85.4,4.0,66.8,2025-12-04,Mumbai
1261,rice,fresh,fresh,17.74,127.43,199.45,9.75,21.09,14.84,0.0,0.617,93.8,7.1,67.9,2025-03-03,Kolkata
1262,rice,fresh,fresh,27.13,125.5,203.53,6.83,16.74,20.09,0.0,0.846,94.0,6.7,73.0,2025-05-17,Pune
1263,pineapple,moderate,fresh,18.6,127.09,111.63,7.2,18.54,24.91,0.0148,0.589,81.8,5.2,94.7,2025-05-01,Chennai
1264,walnut,moderate,fresh,19.38,54.28,159.73,11.33,24.92,29.09,0.0,0.584,81.2,4.3,94.6,2025-03-27,Kolkata
1265,oats,fresh,fresh,35.3,133.54,159.22,9.64,21.19,20.51,0.0,0.935,90.1,7.5,77.4,2025-11-17,Bangalore
1266,tomato,moderate,fresh,4.61,142.16,114.89,3.8,24.34,18.02,0.011,0.964,82.7,5.8,69.9,2025-07-24,Delhi
1267,olive_oil,moderate,fresh,9.27,63.69,154.86,10.51,24.61,23.47,0.009,0.296,82.4,6.0,63.9,2025-03-23,Bangalore
1268,blueberry,fresh,fresh,33.88,133.02,186.11,6.54,17.31,18.09,0.0,0.721,82.5,2.3,65.7,2025-05-18,Mumbai
1269,pineapple,fresh,fresh,27.0,149.02,184.71,0.62,17.58,18.83,0.0004,0.892,88.0,6.6,84.5,2025-02-03,Bangalore
1270,tuna,fresh,fresh,42.04,128.4,183.26,10.99,16.06,21.18,0.0,0.648,92.1,7.9,69.7,2025-12-17,Chennai
1271,rice,fresh,fresh,23.58,139.91,163.94,6.54,28.17,22.53,0.0,0.595,89.3,2.3,90.6,2025-07-14,Chennai
1272,almond,moderate,fresh,36.02,102.3,89.84,10.79,28.22,22.44,0.0309,0.105,68.7,7.6,86.2,2025-09-11,Mumbai
1273,cream,fresh,fresh,37.72,164.09,217.04,7.16,16.71,18.92,0.0,0.669,97.6,4.0,66.3,2025-04-17,Mumbai
1274,egg,moderate,fresh,39.36,44.29,78.29,10.18,23.67,25.02,0.1107,0.246,72.0,4.5,88.4,2025-03-22,Kolkata
1275,chicken,moderate,moderate,34.45,76.19,83.17,14.09,22.01,21.82,0.0822,0.581,62.3,4.6,88.8,2025-07-08,Kolkata
1276,avocado,fresh,fresh,38.83,142.31,178.73,8.97,23.25,19.0,0.0156,0.894,88.3,5.0,91.3,2025-11-26,Mumbai
1277,kiwi,moderate,fresh,40.2,36.61,148.99,8.32,29.12,25.43,0.0099,0.555,77.4,5.8,90.9,2025-09-26,Kolkata
1278,olive_oil,fresh,fresh,24.62,163.26,197.86,9.28,16.91,18.55,0.0,0.491,88.5,3.8,87.2,2025-01-03,Mumbai
1279,blueberry,moderate,fresh,24.96,88.97,148.74,5.97,26.0,24.13,0.0,0.303,86.6,5.7,63.5,2025-09-28,Hyderabad
1280,chickpeas,spoiled,moderate,11.61,23.86,65.71,2.8,12.9,17.37,0.1589,0.763,55.4,6.4,62.2,2025-08-11,Pune
1281,walnut,moderate,fresh,30.33,69.86,124.62,13.08,27.98,27.71,0.0,0.906,82.1,5.0,63.3,2025-01-14,Kolkata
1282,bread,moderate,fresh,20.0,103.58,124.15,9.61,26.23,23.21,0.0,0.671,86.0,7.6,78.3,2025-11-27,Delhi
1283,tomato,moderate,fresh,13.97,126.8,142.37,6.91,23.09,15.77,0.0,0.5,85.6,4.5,76.1,2025-09-23,Chennai
1284,onion,spoiled,fresh,24.45,47.76,87.84,7.77,13.03,22.98,0.0749,0.679,68.5,5.2,70.5,2025-11-16,Mumbai
1285,almond,moderate,fresh,17.38,82.51,169.4,9.9,22.82,22.37,0.0129,0.236,91.0,4.3,72.9,2025-07-18,Bangalore
1286,walnut,fresh,fresh,32.66,123.34,175.05,8.67,23.9,22.0,0.003,0.185,91.9,3.9,67.1,2025-10-17,Hyderabad
1287,chicken,spoiled,moderate,12.86,52.68,64.01,7.53,14.48,24.31,0.173,0.642,53.3,6.0,82.0,2025-01-25,Bangalore
1288,almond,fresh,fresh,31.32,150.25,212.74,5.14,16.14,15.15,0.0145,0.12,84.7,3.6,76.6,2025-10-14,Bangalore
1289,beef,spoiled,fresh,23.73,37.5,100.85,10.49,13.79,20.01,0.0106,0.617,72.0,4.4,60.8,2025-01-18,Kolkata
1290,salmon,fresh,fresh,30.94,116.56,234.21,9.04,20.63,21.85,0.0,0.603,93.2,6.1,89.8,2025-05-13,Delhi
1291,watermelon,spoiled,moderate,27.09,32.89,57.38,11.2,16.16,17.57,0.2175,0.554,49.5,3.8,74.4,2025-04-10,Kolkata
1292,cauliflower,fresh,fresh,41.35,155.87,194.6,10.78,20.07,20.95,0.0,0.76,91.5,5.2,78.7,2025-07-10,Kolkata
1293,beef,fresh,fresh,36.48,135.5,181.08,8.25,17.13,26.95,0.0,0.813,83.4,3.0,82.4,2025-07-01,Delhi
1294,peach,fresh,fresh,18.74,124.04,206.28,9.43,16.92,21.82,0.0,0.459,94.7,7.8,61.4,2025-07-10,Hyderabad
1295,salmon,spoiled,fresh,34.68,34.55,121.98,6.55,17.08,23.5,0.0018,0.344,68.9,7.0,72.5,2025-02-25,Mumbai
1296,apple,moderate,fresh,22.46,114.89,154.19,5.89,27.45,21.81,0.0022,0.887,84.5,6.8,71.5,2025-05-22,Kolkata
1297,cream,moderate,fresh,35.4,64.53,124.31,8.12,23.84,28.05,0.0095,0.336,80.4,7.1,94.8,2025-09-12,Bangalore
1298,tomato,fresh,fresh,3.22,239.1,182.9,2.12,15.32,13.09,0.0,0.434,100.0,2.1,60.0,2025-01-22,Delhi
1299,chickpeas,fresh,fresh,29.54,172.56,182.28,6.41,17.22,18.65,0.0,0.9,92.3,6.7,72.5,2025-04-01,Delhi
1300,potato,fresh,fresh,30.59,173.87,153.19,7.36,20.43,14.5,0.0107,0.272,88.2,4.6,78.9,2025-05-14,Bangalore
1301,chicken,fresh,fresh,23.33,136.4,164.08,8.38,19.52,18.33,0.0166,0.921,90.1,5.9,78.6,2025-03-14,Pune
1302,strawberry,fresh,fresh,2.86,235.85,192.79,1.85,16.73,19.47,0.0,0.435,96.1,6.1,61.7,2025-05-10,Delhi
1303,carrot,fresh,fresh,12.47,184.03,201.76,3.3,13.26,12.31,0.0,0.536,93.2,6.0,93.4,2025-09-13,Kolkata
1304,garlic,fresh,fresh,26.41,154.69,191.98,9.71,18.52,20.85,0.0,0.809,96.2,2.8,71.3,2025-06-20,Hyderabad
1305,mushroom,spoiled,moderate,29.63,52.48,68.82,9.56,15.57,16.55,0.1732,0.791,55.2,3.1,89.9,2025-02-20,Chennai
1306,bell_pepper,fresh,fresh,28.45,164.89,192.84,7.46,20.65,17.53,0.0059,0.365,96.7,6.8,69.1,2025-05-16,Bangalore
1307,lettuce,fresh,fresh,35.63,148.44,174.48,7.28,19.81,18.66,0.0,0.638,90.4,5.6,71.4,2025-02-28,Kolkata
1308,avocado,fresh,fresh,35.27,142.09,211.86,10.93,17.33,20.21,0.0,0.174,87.0,2.8,71.7,2025-06-07,Chennai
1309,peach,moderate,fresh,18.49,81.83,180.06,9.38,26.08,26.62,0.0038,0.103,89.7,3.5,64.5,2025-03-03,Kolkata
1310,watermelon,spoiled,moderate,9.99,22.17,45.88,8.23,6.45,21.63,0.2601,0.801,52.7,2.9,93.9,2025-08-06,Bangalore
1311,olive_oil,fresh,fresh,46.43,152.96,151.67,6.71,18.62,16.95,0.0093,0.656,88.2,5.3,84.9,2025-06-18,Delhi
1312,peach,fresh,fresh,36.88,166.21,156.89,9.45,24.58,25.71,0.0,0.858,89.8,2.8,90.1,2025-02-13,Chennai
1313,yogurt,fresh,fresh,52.92,131.96,236.48,7.29,18.22,20.98,0.0,0.16,89.2,4.0,61.8,2025-11-02,Delhi
1314,lettuce,moderate,fresh,19.18,99.98,97.0,9.52,28.86,24.83,0.0132,0.342,73.4,3.4,72.8,2025-04-12,Kolkata
1315,blueberry,fresh,fresh,31.13,159.51,203.41,4.69,21.75,19.2,0.0093,0.868,96.3,3.8,89.2,2025-08-04,Delhi
1316,beef,fresh,fresh,31.33,171.2,156.12,5.97,14.19,18.35,0.0028,0.279,92.2,3.7,91.5,2025-04-02,Delhi
1317,avocado,fresh,fresh,40.64,147.59,153.2,7.03,15.54,16.62,0.0,0.212,86.2,3.3,62.9,2025-02-23,Mumbai
1318,tomato,moderate,fresh,9.56,106.52,152.25,3.86,20.26,19.16,0.004,0.264,83.5,7.6,78.0,2025-09-18,Mumbai
1319,egg,fresh,fresh,36.18,165.66,186.7,9.13,19.36,21.63,0.0,0.528,94.1,2.1,89.0,2025-07-06,Delhi
1320,oats,fresh,fresh,27.3,150.04,174.51,7.09,17.93,21.4,0.0,0.375,82.4,4.0,83.1,2025-06-24,Mumbai
1321,milk,moderate,fresh,22.86,29.37,181.15,8.58,7.05,16.8,0.0,0.561,85.5,7.2,72.5,2025-11-16,Mumbai
1322,spinach,fresh,fresh,22.75,152.84,186.27,5.03,21.82,24.04,0.0,0.531,86.7,6.5,92.7,2025-10-26,Bangalore
1323,beef,spoiled,fresh,18.25,55.4,66.21,11.7,8.34,27.26,0.1579,0.832,67.7,2.8,81.2,2025-05-13,Pune
1324,mushroom,fresh,fresh,41.96,144.31,140.56,8.58,15.67,21.33,0.0,0.629,91.0,5.5,61.0,2025-01-04,Chennai
1325,cream,moderate,fresh,29.12,66.46,158.02,11.61,27.93,25.03,0.0,0.115,78.7,7.4,89.1,2025-11-23,Delhi
1326,peach,fresh,fresh,18.68,169.56,174.59,5.22,24.06,26.3,0.0038,0.697,82.0,3.7,70.1,2025-11-10,Bangalore
1327,broccoli,moderate,fresh,44.59,123.18,81.37,9.24,18.11,19.91,0.0938,0.657,71.4,7.6,89.4,2025-10-24,Bangalore
1328,beef,fresh,fresh,23.76,164.71,168.82,7.08,23.09,18.86,0.0164,0.434,82.7,6.7,77.2,2025-11-23,Hyderabad
1329,onion,moderate,fresh,20.95,118.32,169.93,11.29,23.04,23.47,0.0007,0.2,79.3,5.6,66.3,2025-02-15,Pune
1330,beef,fresh,fresh,30.64,156.42,160.24,9.45,20.26,14.85,0.0064,0.696,87.4,5.8,62.6,2025-03-10,Hyderabad
1331,cream,fresh,fresh,22.57,139.92,178.54,11.78,20.71,17.48,0.0144,0.909,89.0,4.8,92.4,2025-10-17,Delhi
1332,carrot,spoiled,fresh,26.54,39.72,86.5,8.16,18.63,19.93,0.0791,0.815,73.7,3.2,77.4,2025-03-17,Bangalore
1333,butter,fresh,fresh,43.11,168.16,165.85,12.42,20.98,17.49,0.0,0.127,82.8,5.2,72.0,2025-07-28,Hyderabad
1334,pineapple,moderate,fresh,41.53,141.94,129.17,8.99,24.48,27.14,0.0044,0.987,84.7,7.0,62.8,2025-06-19,Chennai
1335,banana,moderate,fresh,32.67,141.41,172.03,9.0,19.06,23.09,0.0167,0.969,88.7,6.3,82.1,2025-03-27,Chennai
1336,zucchini,fresh,fresh,27.7,158.62,177.73,7.89,18.87,24.03,0.0,0.604,81.0,4.6,74.8,2025-04-08,Kolkata
1337,garlic,fresh,fresh,24.14,135.2,222.42,9.96,12.84,18.3,0.0,0.554,95.7,6.5,86.4,2025-08-24,Chennai
1338,olive_oil,moderate,moderate,6.88,66.23,51.54,9.73,21.57,25.18,0.2274,0.455,50.6,6.5,64.3,2025-10-08,Kolkata
1339,beef,fresh,fresh,17.0,151.66,171.7,11.0,24.23,22.36,0.0143,0.213,83.4,5.4,76.6,2025-03-21,Kolkata
1340,cucumber,fresh,fresh,27.39,189.71,148.94,5.19,19.75,26.76,0.0,0.617,83.7,6.1,71.5,2025-09-26,Chennai
1341,yogurt,moderate,fresh,22.98,85.42,93.95,11.89,27.86,27.37,0.0233,0.891,67.7,3.8,85.0,2025-04-13,Chennai
1342,bell_pepper,spoiled,moderate,13.71,24.4,44.14,10.17,11.76,16.47,0.2805,0.285,52.3,6.5,64.9,2025-08-03,Mumbai
1343,tofu,fresh,fresh,26.61,140.22,169.24,8.93,20.24,19.14,0.0,0.321,90.1,4.1,87.9,2025-01-23,Chennai
1344,bread,fresh,fresh,31.46,130.17,182.11,8.3,15.49,22.99,0.015,0.776,84.1,7.8,63.2,2025-11-10,Bangalore
1345,pasta,fresh,fresh,22.95,151.81,203.29,9.85,20.1,18.91,0.0144,0.838,92.3,3.4,77.1,2025-03-12,Delhi
1346,pineapple,fresh,fresh,37.58,163.49,167.63,6.41,13.78,20.46,0.0,0.711,84.4,2.3,64.7,2025-09-08,Bangalore
1347,cheese,fresh,fresh,29.34,172.72,187.18,10.67,17.91,23.41,0.0,0.635,82.3,8.0,82.8,2025-07-01,Delhi
1348,tomato,fresh,fresh,1.94,211.66,158.12,2.47,9.05,14.2,0.0,0.329,90.2,2.4,84.7,2025-07-03,Chennai
1349,mango,moderate,fresh,29.4,76.98,103.74,11.69,24.69,23.53,0.0184,0.391,80.8,7.3,71.7,2025-11-10,Bangalore
1350,carrot,fresh,fresh,12.13,229.55,217.3,5.33,16.31,15.5,0.0,0.27,93.5,5.4,60.0,2025-08-07,Chennai
1351,carrot,fresh,fresh,4.81,179.82,192.79,0.75,11.53,9.06,0.0,0.94,89.4,5.1,63.6,2025-11-09,Pune
1352,broccoli,fresh,fresh,54.69,132.28,116.6,8.83,12.11,9.2,0.0032,0.633,82.4,6.8,92.4,2025-10-14,Hyderabad
1353,strawberry,fresh,fresh,0.0,190.97,142.22,1.68,11.96,21.02,0.0078,0.875,85.8,6.0,81.2,2025-12-01,Hyderabad
1354,pear,fresh,fresh,28.14,150.21,202.81,5.64,21.26,19.96,0.0143,0.945,90.3,5.1,86.8,2025-06-25,Delhi
1355,pineapple,spoiled,fresh,16.67,48.28,87.58,8.11,14.45,20.84,0.0754,0.396,65.5,6.5,75.9,2025-08-04,Bangalore
