record_id,food_name,category,purchase_date,freshness_at_scan,freshness_score,expected_days,actual_days_left,adjusted_days,storage_temp_c,humidity_pct,storage_location,packaging,was_wasted,city,month
1440,broccoli,Vegetable,2025-09-08,spoiled,88,0,0,0,3.7,86.0,freezer,sealed_bag,True,Hyderabad,Dec
1441,cauliflower,Vegetable,2025-11-17,moderate,72,3,2,1,9.0,84.4,door,container,False,Chennai,Mar
1442,butter,Dairy,2025-08-18,spoiled,49,0,0,0,5.6,74.2,counter,open,True,Chennai,Aug
1443,potato,Vegetable,2025-10-13,moderate,40,3,3,3,2.5,70.1,main_shelf,original_pack,False,Chennai,Dec
1444,cucumber,Vegetable,2025-05-01,fresh,33,8,5,4,5.6,60.6,crisper,open,False,Bangalore,Feb
1445,chicken,Protein,2025-12-08,fresh,58,5,5,3,8.2,65.0,crisper,sealed_bag,False,Bangalore,Jun
1446,zucchini,Vegetable,2025-06-11,moderate,3,3,2,1,6.6,63.9,crisper,container,False,Mumbai,Jun
1447,kiwi,Fruit,2025-06-17,spoiled,38,0,0,0,1.3,59.6,door,wrapped,True,Mumbai,Feb
1448,avocado,Fruit,2025-11-15,fresh,35,10,11,9,7.5,83.6,counter,sealed_bag,False,Chennai,Aug
1449,garlic,Vegetable,2025-03-04,fresh,90,8,4,3,5.5,64.3,freezer,sealed_bag,False,Bangalore,Apr
1450,tomato,Vegetable,2025-01-04,spoiled,84,0,0,0,6.7,56.8,door,container,True,Mumbai,Feb
1451,egg,Protein,2025-11-09,moderate,1,2,1,0,8.8,93.0,crisper,wrapped,False,Chennai,Apr
1452,butter,Dairy,2025-07-02,fresh,21,14,11,9,7.2,72.1,door,open,False,Delhi,Apr
1453,bell_pepper,Vegetable,2025-02-18,moderate,91,3,1,1,3.5,73.8,crisper,open,False,Delhi,Jun
1454,grape,Fruit,2025-02-19,fresh,41,10,8,8,3.2,57.8,counter,wrapped,False,Chennai,Mar
1455,milk,Dairy,2025-05-16,fresh,62,14,17,13,8.2,83.1,counter,wrapped,False,Bangalore,Jan
1456,cucumber,Vegetable,2025-06-16,fresh,44,8,8,6,9.0,70.0,crisper,original_pack,False,Mumbai,Mar
1457,lettuce,Vegetable,2025-05-17,fresh,53,8,6,6,1.5,78.6,crisper,wrapped,False,Delhi,May
1458,mango,Fruit,2025-02-10,moderate,71,3,2,1,8.0,59.4,counter,open,False,Bangalore,Jan
1459,garlic,Vegetable,2025-06-12,spoiled,62,0,0,0,1.7,75.0,crisper,container,True,Bangalore,Dec
1460,egg,Protein,2025-12-10,fresh,11,5,6,4,9.0,65.5,door,original_pack,False,Pune,Mar
1461,tuna,Protein,2025-11-01,spoiled,67,0,0,0,2.3,71.2,counter,open,False,Kolkata,Jan
1462,watermelon,Fruit,2025-07-06,fresh,52,10,6,5,4.9,75.5,counter,original_pack,False,Hyderabad,Aug
1463,strawberry,Fruit,2025-09-04,fresh,37,10,8,7,4.7,77.5,main_shelf,open,False,Bangalore,Jul
1464,pasta,Grain,2025-02-09,moderate,28,30,28,32,1.1,72.2,freezer,original_pack,False,Hyderabad,Aug
1465,blueberry,Fruit,2025-07-14,moderate,94,3,2,1,7.7,86.5,crisper,open,False,Delhi,May
1466,pineapple,Fruit,2025-08-14,spoiled,1,0,0,0,3.9,56.2,crisper,wrapped,True,Chennai,Dec
1467,almond,Nut,2025-09-09,moderate,22,90,54,40,9.1,91.5,counter,original_pack,False,Delhi,Jun
1468,cauliflower,Vegetable,2025-01-14,fresh,54,8,8,7,4.9,74.3,freezer,sealed_bag,False,Pune,Feb
1469,salmon,Protein,2025-05-19,moderate,15,2,2,2,2.6,85.4,door,sealed_bag,False,Chennai,Nov
1470,beef,Protein,2025-12-12,moderate,79,2,1,1,2.4,93.1,freezer,container,False,Mumbai,Apr
1471,mushroom,Vegetable,2025-01-17,spoiled,86,0,0,0,9.8,86.4,counter,open,True,Kolkata,Jan
1472,onion,Vegetable,2025-11-13,moderate,75,3,3,2,8.3,82.5,counter,container,False,Chennai,Feb
1473,pear,Fruit,2025-01-18,moderate,27,3,2,1,7.8,86.9,freezer,open,False,Pune,Jan
1474,egg,Protein,2025-02-13,moderate,83,2,1,0,5.4,81.3,main_shelf,open,False,Pune,Nov
1475,corn,Vegetable,2025-06-20,moderate,45,3,2,2,3.0,69.9,counter,open,False,Delhi,Feb
1476,corn,Vegetable,2025-03-19,fresh,51,8,7,7,1.7,83.2,door,container,False,Kolkata,Jul
1477,almond,Nut,2025-04-13,fresh,65,365,468,526,1.5,86.2,freezer,sealed_bag,False,Mumbai,Jan
1478,tuna,Protein,2025-09-01,fresh,49,5,4,4,3.5,56.8,counter,original_pack,False,Chennai,Oct
1479,zucchini,Vegetable,2025-11-18,moderate,63,3,4,3,8.4,87.9,crisper,container,False,Mumbai,Nov
1480,spinach,Vegetable,2025-07-13,spoiled,41,0,0,0,9.8,80.6,counter,original_pack,True,Mumbai,Dec
1481,walnut,Nut,2025-05-14,spoiled,7,0,0,0,9.6,85.3,main_shelf,original_pack,False,Pune,Jul
1482,apple,Fruit,2025-01-13,moderate,35,3,3,2,8.7,80.1,counter,sealed_bag,False,Bangalore,Jun
1483,tuna,Protein,2025-01-11,moderate,95,2,1,0,5.2,79.4,counter,sealed_bag,False,Chennai,May
1484,milk,Dairy,2025-08-14,fresh,33,14,13,11,5.8,55.9,door,open,False,Mumbai,Jan
1485,oats,Grain,2025-02-20,spoiled,69,0,0,0,9.3,86.8,door,wrapped,True,Bangalore,Apr
1486,cream,Dairy,2025-01-13,moderate,20,4,2,2,3.5,74.4,counter,sealed_bag,False,Hyderabad,Jun
1487,apple,Fruit,2025-12-05,fresh,68,10,8,8,3.0,55.5,door,open,False,Delhi,Jun
1488,grape,Fruit,2025-08-18,fresh,65,10,8,8,3.3,58.2,freezer,original_pack,False,Chennai,Dec
1489,garlic,Vegetable,2025-09-09,fresh,11,8,11,9,6.6,82.7,counter,open,False,Delhi,Dec
1490,orange,Fruit,2025-01-16,spoiled,33,0,0,0,1.2,83.5,crisper,original_pack,False,Delhi,Feb
1491,bell_pepper,Vegetable,2025-03-16,fresh,52,8,8,6,8.5,63.7,counter,sealed_bag,False,Kolkata,Jul
1492,egg,Protein,2025-08-20,moderate,25,2,2,2,3.4,64.0,crisper,container,False,Mumbai,Nov
1493,garlic,Vegetable,2025-06-14,fresh,25,8,6,6,1.4,94.2,freezer,open,False,Bangalore,Feb
1494,blueberry,Fruit,2025-10-10,fresh,78,10,12,13,2.1,74.1,crisper,sealed_bag,False,Pune,Jun
1495,cream,Dairy,2025-10-10,spoiled,24,0,0,0,3.0,72.2,freezer,original_pack,True,Bangalore,Jun
1496,oats,Grain,2025-06-20,moderate,35,30,20,20,3.8,84.6,door,wrapped,False,Hyderabad,Feb
1497,garlic,Vegetable,2025-05-13,fresh,89,8,8,8,3.9,59.4,main_shelf,open,False,Hyderabad,Aug
1498,tuna,Protein,2025-11-02,moderate,16,2,1,0,4.7,64.1,main_shelf,open,False,Delhi,Mar
1499,kiwi,Fruit,2025-04-04,fresh,84,10,7,6,5.7,80.3,counter,wrapped,False,Chennai,Mar
1500,cucumber,Vegetable,2025-05-01,fresh,3,8,9,7,6.9,74.8,door,sealed_bag,False,Kolkata,Sep
